# runnr, momentum, modName A, B, C, D, suppress conversion correction, 

2231	5.6	4139	4294	4339	4030	1	2232	1
2232	5.6	4139	4294	4339	4030	0	2232	1

2235	5.6	4139	4294	4339	4030	1	2238	2
2236	5.6	4139	4294	4339	4030	1	2238	2
2237	5.6	4139	4294	4339	4030	1	2238	2
2238	5.6	4139	4294	4339	4030	0	2238	2

2239	5.6	4139	4294	4339	4030	1	2242	3
2240	5.6	4139	4294	4339	4030	1	2242	3
2241	5.6	4139	4294	4339	4030	1	2242	3
2242	5.6	4139	4294	4339	4030	0	2242	3

2243	5.6	4139	4294	4339	4030	1	2246	4
2244	5.6	4139	4294	4339	4030	1	2246	4
2245	5.6	4139	4294	4339	4030	1	2246	4
2246	5.6	4139	4294	4339	4030	0	2246	4

2273	5.6	4139	4294	4339	4030	1	2276	5
2274	5.6	4139	4294	4339	4030	1	2276	5
2275	5.6	4139	4294	4339	4030	1	2276	5
2276	5.6	4139	4294	4339	4030	0	2276	5

2277	5.6	4139	4294	4339	4030	1	2280	6
2278	5.6	4139	4294	4339	4030	1	2280	6
2279	5.6	4139	4294	4339	4030	1	2280	6
2280	5.6	4139	4294	4339	4030	0	2280	6

2281	5.6	4139	4294	4339	4030	1	2284	7
2282	5.6	4139	4294	4339	4030	1	2284	7
2283	5.6	4139	4294	4339	4030	1	2284	7
2284	5.6	4139	4294	4339	4030	0	2284	7

